V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,Q15,Q19,Q20,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_x1,Q23_x2,Q23_x3,Q23_x4,Q23_x5,Q23_x6,Q23_x7,Q23_x8,Q23_x9,Q23_x10,Q23_x16,Q23_x11,Q23_x12,Q23_x13,Q23_x14,Q23_x15,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q16,LocationLatitude,LocationLongitude,LocationAccuracy,
R_eDQVBfGAusMeIgB,Default Response Set,Anonymous,,,69.60.99.125,0,2015-03-07 12:56:47,2015-03-07 13:07:05,1,1263699141,NxiZSfrovz3kkcYzRtUTfw**,11808,Qual724-0219FoodBeverageServers,1,,618,18993398077422,1,1,1,6,5,6,6,5,6,4,6,5,6,6,6,5,6,6,6,6,6,5,6,5,5,6,6,4,6,6,6,5,6,5,6,6,5,6,5,4,6,5,6,6,6,6,5,,,,,,,,,,,,,,,,,1,3,1,4,1,8,2,3,6,25.933197021484,-80.162498474121,-1,
R_4TJoB9YXyea8UYZ,Default Response Set,Anonymous,,,69.176.16.200,0,2015-03-07 13:29:46,2015-03-07 13:34:21,1,1271173733,NxiZSfrovz1vskT4HOaYHQ**,11808,Qual724-0219FoodBeverageServers,1,,275,19105741195182,1,1,1,5,4,6,5,4,4,5,4,4,4,5,5,5,5,5,4,5,5,4,3,4,5,4,5,4,6,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,1,3,2,4,1,2,2,2,3,37.953002929688,-83.198501586914,-1,
R_eDNr9CYjAewdEON,Default Response Set,Anonymous,,,75.10.156.161,0,2015-03-07 13:30:39,2015-03-07 13:35:05,1,1131853829,NxiZSfrovz1EqFQS9ojHfw**,11808,Qual724-0219FoodBeverageServers,1,,266,17011763038062,1,1,1,6,4,6,6,6,3,4,6,4,3,6,6,6,6,6,6,6,7,6,5,6,6,6,7,3,4,3,4,4,4,5,6,6,6,7,7,7,7,6,6,7,6,6,6,,,,,,,,,,,,,,,,,1,5,1,4,1,3,2,5,2,41.598495483398,-81.464302062988,-1,
R_cH2ptkCe80fyhSd,Default Response Set,Anonymous,,,142.91.235.244,0,2015-03-07 13:24:44,2015-03-07 13:36:11,1,1272776261,NxiZSfrovz3JNi0wYhZbaQ**,11808,Qual724-0219FoodBeverageServers,1,,687,19129827191022,1,1,1,5,4,5,6,5,4,5,3,4,6,5,4,5,5,4,5,6,7,5,5,5,6,5,4,3,4,4,5,6,5,5,5,4,5,6,5,4,5,6,3,5,4,5,3,,,,,,,,,,,,,,,,,1,2,1,4,1,8,2,3,6,34.043792724609,-118.25120544434,-1,
R_esAs9Q9bdFhYf53,Default Response Set,Anonymous,,,99.16.137.27,0,2015-03-07 13:43:21,2015-03-07 13:45:33,1,1257159003,NxiZSfrovz1Hw4zIEdzqjQ**,11808,Qual724-0219FoodBeverageServers,1,,132,18895099803282,1,1,1,4,7,4,3,4,7,7,4,4,7,1,1,1,1,1,1,1,1,1,4,1,3,1,1,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,1,4,1,7,4,,,,,,,,,,,,,,,,,1,2,1,4,1,6,2,4,3,30.542297363281,-97.917602539062,-1,
R_1M1k9Sad5NBvBbf,Default Response Set,Anonymous,,,69.253.236.82,0,2015-03-07 13:50:42,2015-03-07 13:54:11,1,1253722915,NxiZSfrovz0g8e1tCwbMpw**,11808,Qual724-0219FoodBeverageServers,1,,209,18843455400642,1,1,1,6,3,6,5,5,3,5,5,2,3,5,6,6,6,6,6,5,6,5,4,6,7,6,6,3,4,4,4,4,4,5,7,4,4,6,7,7,4,6,6,7,7,7,7,,,,,,,,,,,,,,,,,1,2,1,4,1,5,2,5,6,40.032806396484,-75.179496765137,-1,
R_b2bwlXL5SQGsQKh,Default Response Set,Anonymous,,,73.45.181.203,0,2015-03-07 14:03:09,2015-03-07 14:05:19,1,1267672623,NxiZSfrovz12Rt0c4xMdHg**,11808,Qual724-0219FoodBeverageServers,1,,130,19053119511882,1,1,1,7,6,5,6,5,5,6,5,7,7,7,6,7,5,7,7,6,6,7,7,6,5,6,7,6,5,6,7,6,7,5,7,7,6,6,5,5,6,5,7,6,6,7,7,,,,,,,,,,,,,,,,,1,2,1,4,3,2,2,3,2,41.645202636719,-88.641998291016,-1,
R_4Tuh5Do2q7LtZf7,Default Response Set,Anonymous,,,100.2.165.37,0,2015-03-07 14:33:48,2015-03-07 14:35:44,1,1275479951,NxiZSfrovz2K81litWVFxA**,11808,Qual724-0219FoodBeverageServers,1,,116,19170463651722,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,3,1,1,1,8,2,3,6,40.676498413086,-73.846702575684,-1,
R_3O67hcFNZNM4NZX,Default Response Set,Anonymous,,,71.33.190.103,0,2015-03-07 14:39:59,2015-03-07 14:46:01,1,1230253291,NxiZSfrovz1hD8qElZcaPQ**,11808,Qual724-0219FoodBeverageServers,1,,362,18490706951922,1,1,1,6,1,1,1,1,4,3,7,1,1,5,3,7,7,7,4,4,7,4,1,6,7,5,4,5,4,4,4,4,6,5,7,7,7,1,1,7,5,6,7,7,7,7,4,,,,,,,,,,,,,,,,,1,4,2,4,1,2,2,5,4,39.705505371094,-104.96640014648,-1,
R_7PXk7pkt19BRMhv,Default Response Set,Anonymous,,,67.175.115.0,0,2015-03-07 14:54:33,2015-03-07 14:58:30,1,1079217460,NxiZSfrovz3bYWmHCq2zKA**,11808,Qual724-0219FoodBeverageServers,1,,237,16220638411992,1,1,1,4,3,4,3,3,5,5,5,4,6,4,3,4,7,4,3,5,5,4,3,5,6,5,5,4,7,4,5,4,6,5,7,6,6,7,6,6,4,4,5,6,5,4,6,,,,,,,,,,,,,,,,,1,4,2,4,1,5,2,4,2,41.832107543945,-87.789703369141,-1,
R_7NHFyVIWNRaCiAR,Default Response Set,Anonymous,,,184.79.197.158,0,2015-03-07 15:07:50,2015-03-07 15:16:46,1,1140097606,NxiZSfrovz24avyshQvlCQ**,11808,Qual724-0219FoodBeverageServers,1,,536,17135667006372,1,1,1,7,3,5,3,4,2,3,7,2,2,6,6,6,7,6,6,6,7,5,6,7,7,5,6,3,4,2,2,2,5,5,7,7,7,7,6,7,6,2,4,6,6,5,7,,,,,,,,,,,,,,,,,1,4,2,4,4,2,2,5,4,35.207504272461,-101.89219665527,-1,
R_dhZ8GtIV17ATAhL,Default Response Set,Anonymous,,,72.234.134.142,0,2015-03-07 15:20:56,2015-03-07 15:25:31,1,1208512506,NxiZSfrovz0v0zVXR4YnwQ**,11808,Qual724-0219FoodBeverageServers,1,,275,18163942953372,1,1,1,6,5,5,3,3,3,4,3,3,3,6,6,7,6,6,6,6,6,4,5,6,5,3,3,3,3,3,3,2,3,5,6,6,7,7,7,7,7,5,6,6,6,5,5,,,,,,,,,,,,,,,,,1,3,1,4,1,6,2,5,6,21.293594360352,-157.68899536133,-1,
R_1QZcg01meOvGk4t,Default Response Set,Anonymous,,,71.230.180.120,0,2015-03-07 15:36:26,2015-03-07 15:40:27,1,1269887931,NxiZSfrovz1smDOKMGHG5g**,11808,Qual724-0219FoodBeverageServers,1,,241,19086415591122,1,1,1,6,3,6,5,5,4,5,3,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,7,4,4,4,4,4,4,5,7,7,4,6,6,6,6,6,6,7,7,7,7,,,,,,,,,,,,,,,,,1,2,1,4,1,5,2,5,6,40.05549621582,-75.160598754883,-1,
R_cGchsGaLuKPtme1,Default Response Set,Anonymous,,,198.7.58.81,0,2015-03-07 15:52:03,2015-03-07 15:53:54,1,1275550246,NxiZSfrovz2g-eDjuDdBsg**,11808,Qual724-0219FoodBeverageServers,1,,111,19171520185572,1,1,1,5,6,7,6,6,5,6,5,6,7,6,6,7,6,6,4,5,7,4,6,5,6,7,5,6,7,6,6,7,6,5,6,5,7,5,6,6,5,6,7,6,5,6,6,,,,,,,,,,,,,,,,,1,2,1,4,1,6,2,3,6,38.793197631836,-77.536598205566,-1,
R_bj5s1fiMcmDi1xz,Default Response Set,Anonymous,,,66.67.55.128,0,2015-03-07 16:10:18,2015-03-07 16:14:30,1,1092211231,NxiZSfrovz1cw3niNuzsSA**,11808,Qual724-0219FoodBeverageServers,1,,252,16415934790122,1,1,1,6,4,5,5,5,2,4,4,2,2,6,6,6,6,6,6,6,5,6,5,6,6,6,6,2,4,4,3,2,3,5,6,6,6,6,6,7,6,7,7,7,7,7,6,,,,,,,,,,,,,,,,,1,5,2,4,4,4,2,5,2,42.968002319336,-77.597602844238,-1,
R_0OmfHrgOU9ELiS1,Default Response Set,Anonymous,,,24.148.32.16,0,2015-03-07 16:11:56,2015-03-07 16:16:02,1,1199294516,NxiZSfrovz3uu0njM04dNA**,11808,Qual724-0219FoodBeverageServers,1,,246,18025396563672,1,1,1,6,6,6,6,6,2,2,2,5,3,6,6,6,6,6,6,5,6,6,4,6,6,6,6,1,1,1,1,1,1,5,5,4,5,6,6,6,4,6,6,6,6,6,6,,,,,,,,,,,,,,,,,1,5,2,4,4,6,2,5,6,41.972793579102,-87.661598205566,-1,
R_3jz4m9B7KfPDlwp,Default Response Set,Anonymous,,,72.205.228.110,0,2015-03-07 17:00:39,2015-03-07 17:05:38,1,1236453009,NxiZSfrovz0acA-iReEUFA**,11808,Qual724-0219FoodBeverageServers,1,,299,18583888713462,1,1,1,3,1,7,7,7,4,6,6,6,7,7,7,7,7,7,7,7,7,7,2,6,6,6,7,1,7,2,1,1,1,5,6,7,6,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,3,1,4,1,5,2,4,5,37.671997070312,-97.222999572754,-1,
R_9LcT1Aqepdt39nT,Default Response Set,Anonymous,,,71.10.95.169,0,2015-03-07 17:03:35,2015-03-07 17:09:34,1,1131934913,NxiZSfrovz3C1QQLq6cdHg**,11808,Qual724-0219FoodBeverageServers,1,,359,17012981730582,1,1,1,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,6,6,6,3,4,3,3,4,3,5,4,5,5,4,5,4,5,5,4,5,4,4,5,,,,,,,,,,,,,,,,,1,2,2,4,1,6,2,3,6,45.395401000977,-93.759300231934,-1,
R_cVem3e7LzdutKF7,Default Response Set,Anonymous,,,24.144.61.198,0,2015-03-07 17:12:20,2015-03-07 17:14:54,1,1235822575,NxiZSfrovz2qtvfrxSThqA**,11808,Qual724-0219FoodBeverageServers,1,,154,18574413290442,1,1,1,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,1,1,1,5,3,3,1,2,2,35.052200317383,-92.504402160645,-1,
R_cYHwjZcdwtovGKh,Default Response Set,Anonymous,,,71.82.239.152,0,2015-03-07 17:26:42,2015-03-07 17:37:29,1,1232234371,NxiZSfrovz1IRpTfZ6BYsg**,11808,Qual724-0219FoodBeverageServers,1,,647,18520482584322,1,1,1,5,1,5,4,4,5,5,6,4,5,6,6,5,5,5,5,5,5,4,4,5,6,5,5,4,6,2,5,4,6,5,5,4,4,7,5,6,5,5,5,4,5,6,6,,,,,,,,,,,,,,,,,1,4,2,4,4,3,2,1,2,43.798202514648,-91.128601074219,-1,
R_6KHxVnZ6YgRJXed,Default Response Set,Anonymous,,,72.52.116.232,0,2015-03-07 17:34:53,2015-03-07 17:39:26,1,1263018246,NxiZSfrovz1DTtahPqkT0g**,11808,Qual724-0219FoodBeverageServers,1,,273,18983164225572,1,1,1,5,5,5,6,5,6,5,5,6,5,5,5,4,4,5,5,6,5,5,6,6,5,5,6,6,5,6,6,5,6,5,5,6,5,5,6,5,4,5,6,5,5,6,5,,,,,,,,,,,,,,,,,1,3,2,4,1,6,2,4,5,37.515502929688,-121.89619445801,-1,
R_b25KY9FwVJB30yN,Default Response Set,Anonymous,,,98.17.66.237,0,2015-03-07 18:06:49,2015-03-07 18:10:51,1,1276314365,NxiZSfrovz0mu_LDk0eYTw**,11808,Qual724-0219FoodBeverageServers,1,,242,19183004894142,1,1,1,7,4,6,4,5,3,5,6,3,3,7,7,7,7,7,7,7,7,7,5,7,7,7,7,2,2,2,2,1,3,5,7,7,7,7,7,7,6,5,7,6,7,7,7,,,,,,,,,,,,,,,,,1,3,2,4,3,7,2,5,5,35.589004516602,-80.767997741699,-1,
R_3DA4Wo4F1EGIY9D,Default Response Set,Anonymous,,,173.75.245.22,0,2015-03-07 18:17:14,2015-03-07 18:21:41,1,1266916138,NxiZSfrovz386Ph_kbJv-A**,11808,Qual724-0219FoodBeverageServers,1,,267,19041749542332,1,1,1,7,7,5,6,5,6,7,7,5,6,5,5,6,7,7,6,7,7,5,6,7,6,5,6,5,5,6,7,6,7,5,7,6,7,7,5,6,5,6,6,7,5,6,7,,,,,,,,,,,,,,,,,1,3,2,4,1,6,2,3,6,39.673400878906,-75.705200195312,-1,
R_b9MJ6itBxdSZvhj,Default Response Set,Anonymous,,,174.137.107.106,0,2015-03-07 18:48:39,2015-03-07 18:52:04,1,1268134360,NxiZSfrovz1O_wBu2trNcg**,11808,Qual724-0219FoodBeverageServers,1,,205,19060059418992,1,1,1,6,7,5,6,7,6,5,6,7,6,7,6,5,6,7,6,7,7,6,6,5,7,6,7,5,5,7,6,7,6,5,6,5,7,7,6,5,6,6,7,7,6,5,7,,,,,,,,,,,,,,,,,1,3,2,4,1,6,2,2,5,39.474502563477,-95.695503234863,-1,
R_3kft0iCq2Z1Blhb,Default Response Set,Anonymous,,,192.227.129.165,0,2015-03-07 18:54:50,2015-03-07 18:56:39,1,1276572972,NxiZSfrovz2GQFMotey2Qg**,11808,Qual724-0219FoodBeverageServers,1,,109,19186891757352,1,1,1,6,5,5,5,6,6,5,5,6,6,5,5,7,7,7,6,6,6,6,6,6,7,7,7,6,5,6,7,6,6,5,7,6,6,6,7,7,6,7,6,6,7,6,6,,,,,,,,,,,,,,,,,1,1,1,3,1,8,2,4,6,42.986404418945,-78.727897644043,-1,
R_cxe1eiUFSQwC3AN,Default Response Set,Anonymous,,,104.11.230.136,0,2015-03-07 19:05:08,2015-03-07 19:06:45,1,1252909604,NxiZSfrovz3YVMY86CUWbA**,11808,Qual724-0219FoodBeverageServers,1,,97,18831231336312,1,1,1,5,6,7,7,6,5,6,5,7,6,7,6,6,5,7,6,5,7,6,6,6,7,6,6,5,5,7,6,6,7,5,5,7,6,7,7,5,6,6,7,6,7,5,6,,,,,,,,,,,,,,,,,1,3,2,4,1,7,2,2,5,29.544692993164,-95.33699798584,-1,
R_1N82rK1PgYPucbH,Default Response Set,Anonymous,,,73.4.139.201,0,2015-03-07 19:12:34,2015-03-07 19:14:03,1,1276311755,NxiZSfrovz3fH93WgHKeOQ**,11808,Qual724-0219FoodBeverageServers,1,,89,19182965665842,1,1,1,4,4,4,5,5,6,5,6,6,7,6,5,6,6,4,6,5,5,5,7,4,4,4,7,6,5,7,5,5,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,1,1,1,4,3,3,2,3,4,42.173294067383,-72.771499633789,-1,
R_514Oy4NVxxytrkF,Default Response Set,Anonymous,,,104.15.137.172,0,2015-03-07 19:06:43,2015-03-07 19:14:41,1,1275922849,NxiZSfrovz20puvdmmrLPA**,11808,Qual724-0219FoodBeverageServers,1,,478,19177120408662,1,1,1,7,1,4,4,5,5,7,7,5,2,5,5,5,5,5,2,4,5,3,5,5,4,6,6,6,7,7,7,6,7,5,7,5,6,6,7,7,7,6,5,4,6,5,6,,,,,,,,,,,,,,,,,1,1,2,6,3,2,2,3,2,37.438507080078,-89.633399963379,-1,
R_bHrzlHHZ78MClRb,Default Response Set,Anonymous,,,107.139.147.9,0,2015-03-07 19:34:09,2015-03-07 19:38:15,1,1251221092,NxiZSfrovz0e_7_qiPmnWQ**,11808,Qual724-0219FoodBeverageServers,1,,246,18805853000952,1,1,1,5,7,6,5,7,6,6,7,5,5,6,7,7,6,5,6,7,7,5,6,5,7,7,6,5,5,6,7,7,6,5,6,7,7,5,6,7,6,5,6,6,7,6,7,,,,,,,,,,,,,,,,,1,3,2,4,1,6,2,2,5,33.574295043945,-85.852996826172,-1,
R_71mMx1E1To7as1T,Default Response Set,Anonymous,,,204.93.122.141,0,2015-03-07 19:48:32,2015-03-07 19:52:53,1,1234421183,NxiZSfrovz1KF-3LJCLzAQ**,11808,Qual724-0219FoodBeverageServers,1,,261,18553350368682,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,1,3,2,4,3,5,2,2,6,35.128997802734,-85.384101867676,-1,
R_80RRHIrX3yphUP3,Default Response Set,Anonymous,,,75.189.193.5,0,2015-03-07 20:01:24,2015-03-07 20:05:51,1,1131457050,NxiZSfrovz1tocv-GHL1WA**,11808,Qual724-0219FoodBeverageServers,1,,267,17005799449692,1,1,1,7,6,6,6,5,5,5,4,4,4,5,4,4,4,5,7,6,5,5,6,5,5,6,6,5,6,5,5,6,6,5,7,6,5,6,6,5,5,6,5,5,6,5,5,,,,,,,,,,,,,,,,,1,3,1,1,1,7,2,3,5,35.889602661133,-78.92440032959,-1,
R_cwPSkDvcdpIfFC5,Default Response Set,Anonymous,,,184.59.192.178,0,2015-03-07 20:25:33,2015-03-07 20:28:01,1,1163473183,NxiZSfrovz2OCIFudP98HA**,11808,Qual724-0219FoodBeverageServers,1,,148,17487001928682,1,1,1,7,2,5,5,5,2,4,4,2,2,4,4,4,5,4,3,4,6,4,3,5,5,5,5,5,6,2,5,4,6,5,6,6,6,6,7,6,6,7,6,6,5,7,5,,,,,,,,,,,,,,,,,1,3,1,4,4,4,2,5,4,44.539199829102,-88.057899475098,-1,
R_0U1xwsnrjUaJFFX,Default Response Set,Anonymous,,,206.126.213.131,0,2015-03-07 20:25:11,2015-03-07 20:32:35,1,1079261178,NxiZSfrovz2_hhIqG07hNw**,11808,Qual724-0219FoodBeverageServers,1,,444,16221295493532,1,1,1,6,7,5,6,4,4,3,7,1,1,5,6,6,7,5,5,4,6,4,5,5,6,6,6,4,4,4,5,4,4,5,6,5,6,7,7,7,5,7,7,7,6,5,7,,,,,,,,,,,,,,,,,1,4,2,4,3,5,2,5,4,44.563400268555,-87.711402893066,-1,
R_ePOhhFj4OWOO9yl,Default Response Set,Anonymous,,,76.119.102.109,0,2015-03-07 20:42:27,2015-03-07 20:47:48,1,1277299720,NxiZSfrovz2LtSCcwMSUPA**,11808,Qual724-0219FoodBeverageServers,1,,321,19197814779792,1,1,1,7,3,5,5,5,3,4,5,4,3,6,6,6,6,6,6,5,6,5,3,5,6,6,6,3,6,3,3,3,5,5,6,6,6,5,6,6,6,6,6,6,6,6,5,,,,,,,,,,,,,,,,,1,4,2,4,4,3,2,5,4,42.330596923828,-72.630599975586,-1,
R_eVatU78tK4lPVxH,Default Response Set,Anonymous,,,67.221.255.58,0,2015-03-07 21:06:44,2015-03-07 21:08:36,1,1276995261,NxiZSfrovz1FQFsRYZ1IVg**,11808,Qual724-0219FoodBeverageServers,1,,112,19193238761022,1,1,1,6,5,4,5,6,5,4,6,4,7,6,6,5,7,6,7,6,6,5,5,4,3,4,5,6,4,5,6,5,7,5,7,6,5,6,7,4,4,4,5,5,6,5,5,,,,,,,,,,,,,,,,,1,2,1,4,1,8,2,3,5,40.714294433594,-74.005996704102,-1,
R_3l3BzTn1oO14uj3,Default Response Set,Anonymous,,,23.122.212.48,0,2015-03-07 21:11:19,2015-03-07 21:23:43,1,1276492021,NxiZSfrovz2-tTgO6Dj21Q**,11808,Qual724-0219FoodBeverageServers,1,,744,19185675063822,1,1,1,5,3,3,3,3,5,5,6,5,5,6,5,5,6,6,5,6,7,5,6,7,6,6,6,2,6,4,1,1,1,5,4,5,5,6,5,6,6,3,5,5,5,5,4,,,,,,,,,,,,,,,,,1,3,2,2,1,5,3,3,3,41.990905761719,-88.320098876953,-1,
R_6lYKrwGDJyFgqSV,Default Response Set,Anonymous,,,68.58.102.51,0,2015-03-07 20:34:37,2015-03-07 22:08:23,1,1236848362,NxiZSfrovz1FcaGUFAmofQ**,11808,Qual724-0219FoodBeverageServers,1,,5626,18589830869052,1,1,1,6,1,3,2,4,3,4,7,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,1,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,1,2,2,4,4,4,2,4,3,40.528594970703,-86.167503356934,-1,
R_ekrzoPQSzwSaQ6N,Default Response Set,Anonymous,,,209.112.222.33,0,2015-03-07 22:11:39,2015-03-07 22:14:33,1,1264692636,NxiZSfrovz1UME6fIGXUdw**,11808,Qual724-0219FoodBeverageServers,1,,174,19008330307272,1,1,1,5,7,7,6,5,6,7,7,5,6,5,6,7,7,6,5,7,7,6,5,6,7,7,6,5,5,6,6,5,7,5,6,7,7,5,6,6,5,7,7,6,5,6,5,,,,,,,,,,,,,,,,,1,3,2,4,1,6,2,2,4,61.21809387207,-149.90029907227,-1,
R_4UUFz9mO6971oxv,Default Response Set,Anonymous,,,68.0.31.79,0,2015-03-07 22:16:57,2015-03-07 22:22:02,1,1275482040,NxiZSfrovz1n-TtFA2EovQ**,11808,Qual724-0219FoodBeverageServers,1,,305,19170495049392,1,1,1,5,2,4,4,3,6,6,6,5,6,3,2,4,1,2,2,1,6,2,1,4,3,1,5,7,7,7,7,6,7,5,6,6,6,7,7,6,6,7,6,3,4,7,6,,,,,,,,,,,,,,,,,1,3,1,4,3,6,2,3,3,37.35400390625,-76.746696472168,-1,
R_cBW4AxUSykYNhEp,Default Response Set,Anonymous,,,208.102.46.10,0,2015-03-07 22:17:53,2015-03-07 22:22:14,1,1265859194,NxiZSfrovz2lQqLOFqnvVg**,11808,Qual724-0219FoodBeverageServers,1,,261,19025863674012,1,1,1,7,2,5,5,5,3,2,7,2,1,7,7,7,7,7,6,6,7,6,3,6,6,6,7,2,3,1,1,1,5,5,5,5,6,7,7,6,6,7,7,7,7,6,7,,,,,,,,,,,,,,,,,1,3,1,4,1,3,2,5,5,39.121002197266,-84.328300476074,-1,
R_9Xpy5WwbeRMnJAN,Default Response Set,Anonymous,,,69.120.217.93,0,2015-03-07 22:28:32,2015-03-07 22:32:31,1,1277306596,NxiZSfrovz1dDCxbGmAwMQ**,11808,Qual724-0219FoodBeverageServers,1,,239,19197918126072,1,1,1,6,4,4,5,5,1,4,2,7,3,7,7,7,7,7,7,7,7,7,2,7,7,7,7,1,2,1,1,1,1,5,7,7,7,7,7,7,7,6,7,7,7,6,7,,,,,,,,,,,,,,,,,1,2,2,6,3,5,2,4,6,40.395797729492,-74.325500488281,-1,
R_2n7a6qU9qO7xAzj,Default Response Set,Anonymous,,,71.88.39.244,0,2015-03-07 22:28:58,2015-03-07 22:34:59,1,1080697111,NxiZSfrovz2s9aGljUlbIw**,11808,Qual724-0219FoodBeverageServers,1,,361,16242877566522,1,1,1,7,4,7,5,5,3,3,6,3,3,7,5,6,6,6,5,6,6,6,4,6,5,6,6,4,6,5,5,4,5,5,6,6,6,6,6,6,6,5,6,6,6,6,6,,,,,,,,,,,,,,,,,1,4,2,4,3,3,2,2,4,42.289306640625,-71.794403076172,-1,
R_6soMUtfPfdk94nb,Default Response Set,Anonymous,,,173.77.250.225,0,2015-03-07 22:52:44,2015-03-07 22:56:49,1,1275003494,NxiZSfrovz2m3pmuIPGIJA**,11808,Qual724-0219FoodBeverageServers,1,,245,19163302503012,1,1,1,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,5,3,4,4,5,4,5,5,3,4,4,4,4,4,,,,,,,,,,,,,,,,,1,1,2,2,1,2,2,3,2,40.648895263672,-73.582496643066,-1,
R_eUNdks2LqfBVQfH,Default Response Set,Anonymous,,,75.128.213.76,0,2015-03-07 22:53:56,2015-03-07 22:57:36,1,1246855925,NxiZSfrovz1mq5o1Aaludw**,11808,Qual724-0219FoodBeverageServers,1,,220,18740244540942,1,1,1,6,4,4,5,5,5,5,4,3,5,6,6,6,7,7,4,4,4,5,5,5,6,6,5,2,3,3,3,3,3,5,6,6,5,5,6,6,5,5,6,6,7,6,6,,,,,,,,,,,,,,,,,1,1,1,4,1,3,2,3,3,45.276992797852,-92.630599975586,-1,
R_e2GoijTYVahOWIR,Default Response Set,Anonymous,,,72.253.203.189,0,2015-03-07 23:42:54,2015-03-07 23:47:35,1,1277191775,NxiZSfrovz1zdYumCICIFg**,11808,Qual724-0219FoodBeverageServers,1,,281,19196192366442,1,1,1,7,7,6,7,5,4,4,7,5,5,2,2,3,4,3,1,2,7,2,3,2,4,4,4,7,7,4,4,2,7,5,7,7,7,3,7,7,7,7,7,7,7,7,4,,,,,,,,,,,,,,,,,1,3,2,5,3,2,3,5,3,21.298294067383,-157.79190063477,-1,
R_eWJ4FLsxTVBRhOt,Default Response Set,Anonymous,,,71.212.253.36,0,2015-03-08 00:23:50,2015-03-08 00:26:48,1,1237866952,NxiZSfrovz1rSHZHlaSJew**,11808,Qual724-0219FoodBeverageServers,1,,178,18605140276752,1,1,1,7,7,7,7,5,1,1,1,1,1,6,6,7,7,7,6,7,7,7,7,7,7,7,7,1,1,1,1,1,1,5,7,4,7,6,6,3,4,7,7,7,7,7,6,,,,,,,,,,,,,,,,,1,1,2,4,1,8,2,2,6,39.761993408203,-104.91320037842,-1,
R_cHKFk1dMLWj9J0F,Default Response Set,Anonymous,,,104.10.33.8,0,2015-03-08 00:34:58,2015-03-08 00:36:45,1,1266400160,NxiZSfrovz3GnTxu0na1dg**,11808,Qual724-0219FoodBeverageServers,1,,107,19033994392992,1,1,1,5,6,6,7,7,6,5,7,7,5,6,5,6,6,5,6,7,7,5,6,6,5,7,6,5,5,6,5,5,7,5,6,5,7,7,6,5,5,6,7,6,6,7,5,,,,,,,,,,,,,,,,,1,3,2,4,1,6,2,3,5,35.184997558594,-90.093597412109,-1,
R_0HZEJbWazA4tycZ,Default Response Set,Anonymous,,,100.32.121.24,0,2015-03-08 00:38:28,2015-03-08 00:41:08,1,1266502580,NxiZSfrovz1xrmOFi_y80w**,11808,Qual724-0219FoodBeverageServers,1,,160,19035533765592,1,1,1,6,5,7,7,6,6,5,7,6,5,7,6,7,7,6,6,7,7,6,5,5,6,7,6,5,5,6,7,7,6,5,6,5,7,7,6,5,7,6,7,7,5,5,7,,,,,,,,,,,,,,,,,1,3,2,4,1,7,2,2,5,34.320999145508,-118.38299560547,-1,
